claim_id,customer_age,gender,occupation,policy_state,policy_type,policy_tenure_months,annual_premium,deductible,num_prior_claims,vehicle_make,vehicle_age,incident_type,incident_severity,incident_hour,incident_weekday,authorities_contacted,witnesses,police_report_filed,days_policy_to_incident,claim_amount,is_fraud
CLM102336,43,M,Student,WB,Comprehensive,79,10749.47,1000,0,Mahindra,7,Natural Calamity,Trivial Damage,0,1,Ambulance,0.0,1,1675,4382.74,0
CLM102337,64,F,Professional,DL,Comprehensive,60,22438.3,2500,0,Hyundai,13,Collision,Minor Damage,19,0,Other,3.0,1,574,21606.93,0
CLM102338,20,M,Self-Employed,DL,Comprehensive,30,15589.69,2500,1,Tata,5,Collision,Minor Damage,11,3,Police,3.0,0,762,43090.0,0
CLM102339,23,M,Student,KA,Third Party,44,10876.64,5000,0,Toyota,1,Natural Calamity,Trivial Damage,13,0,Other,1.0,1,224,15467.75,0
CLM102340,42,M,Salaried,TN,Own Damage,18,18262.86,5000,0,Tata,13,Collision,Minor Damage,0,2,Police,,0,244,9153.81,0
CLM102341,40,M,Salaried,WB,Comprehensive,51,19527.99,2500,0,Kia,12,Natural Calamity,Trivial Damage,6,5,,0.0,0,1198,3948.8,0
CLM102342,49,M,Retired,GJ,Comprehensive,14,17129.52,1000,0,Kia,10,Collision,Minor Damage,1,3,None,1.0,0,259,11651.78,0
CLM102343,60,F,Self-Employed,TN,Comprehensive,11,16233.54,2500,1,Maruti,14,Collision,Minor Damage,4,1,Other,2.0,1,253,11196.22,0
CLM102344,51,F,Professional,TN,Comprehensive,10,16282.75,2500,1,Kia,0,Collision,Trivial Damage,6,3,None,0.0,0,172,6829.79,0
CLM102345,32,M,Self-Employed,MH,Own Damage,35,10726.81,10000,1,Tata,11,Fire,Minor Damage,1,4,Police,1.0,0,685,8943.06,1
CLM102346,36,M,Self-Employed,TN,Comprehensive,65,15127.84,2500,0,Tata,12,Fire,Trivial Damage,7,0,None,2.0,1,1064,4192.34,0
CLM102347,60,M,Salaried,TN,Own Damage,68,22506.26,1000,0,Kia,6,Collision,Minor Damage,8,3,None,0.0,0,103,30705.46,0
CLM102348,29,F,Professional,MH,Comprehensive,2,28818.35,2500,0,Mahindra,6,Theft,Trivial Damage,18,1,Police,3.0,0,50,7945.94,0
CLM102349,46,F,Retired,MH,Third Party,46,14411.71,2500,1,Tata,3,Theft,Major Damage,18,5,Police,1.0,1,1206,51764.13,0
CLM102350,48,M,Salaried,DL,Third Party,10,11996.63,2500,0,Kia,6,Collision,Trivial Damage,22,5,Other,0.0,0,283,5277.44,0
CLM102351,60,M,Student,GJ,Comprehensive,100,11129.96,2500,1,Tata,9,Collision,Minor Damage,20,0,Police,1.0,1,753,17641.65,0
CLM102352,58,M,Self-Employed,DL,Third Party,7,21741.26,2500,2,Mahindra,10,Collision,Major Damage,12,6,Police,1.0,1,173,31247.87,0
CLM102353,44,F,Student,TN,Own Damage,4,11145.06,2500,1,Maruti,1,Theft,Trivial Damage,21,5,Fire,1.0,1,40,9529.78,1
CLM102354,35,F,Self-Employed,KA,Third Party,46,13612.1,10000,3,Tata,0,Collision,Trivial Damage,19,3,Ambulance,1.0,1,133,10758.18,0
CLM102355,38,M,Retired,MH,Comprehensive,17,13526.61,2500,0,Honda,14,Natural Calamity,Minor Damage,14,3,Police,0.0,1,494,5719.06,0
CLM102356,41,M,Student,MH,Own Damage,16,19248.63,2500,0,Mahindra,7,Theft,Total Loss,1,0,Other,2.0,0,107,209068.29,1
CLM102357,30,M,,TN,Third Party,12,16706.56,5000,1,Tata,4,Vandalism,Total Loss,7,3,Ambulance,1.0,1,174,201625.13,0
CLM102358,53,M,Retired,DL,Third Party,14,32176.0,5000,1,Mahindra,11,Theft,Minor Damage,23,6,None,0.0,0,390,21030.72,0
CLM102359,29,F,Self-Employed,KA,Third Party,48,16523.45,1000,2,Mahindra,4,Natural Calamity,Trivial Damage,20,3,Other,0.0,1,1344,8816.19,0
CLM102360,54,F,Self-Employed,DL,Comprehensive,10,22067.8,2500,1,Hyundai,13,Natural Calamity,Trivial Damage,14,3,None,0.0,0,154,5594.55,0
CLM102361,60,F,Salaried,GJ,Comprehensive,21,12575.34,1000,0,Honda,4,Collision,Total Loss,15,6,Police,0.0,0,530,254835.78,0
CLM102362,72,F,Retired,DL,Third Party,9,16571.01,2500,0,Honda,4,Collision,Minor Damage,19,5,Ambulance,1.0,0,157,31121.84,0
CLM102363,24,F,Self-Employed,DL,Own Damage,25,22665.8,2500,0,Kia,4,Collision,Trivial Damage,9,4,Ambulance,2.0,1,363,15155.94,0
CLM102364,61,F,Self-Employed,GJ,Comprehensive,16,21341.05,2500,1,Maruti,12,Fire,Minor Damage,8,6,None,3.0,1,368,15341.49,0
CLM102365,22,F,Self-Employed,WB,Own Damage,33,10056.75,2500,0,Honda,12,Collision,Trivial Damage,20,2,Police,1.0,0,923,6629.31,0
CLM102366,37,F,Student,MH,Comprehensive,36,10814.46,2500,0,Hyundai,10,Theft,Major Damage,20,2,Police,1.0,1,850,28087.72,0
CLM102367,28,M,Student,WB,Comprehensive,65,16783.03,10000,1,Kia,4,Collision,Major Damage,15,0,None,0.0,1,1148,66532.37,0
CLM102368,27,M,Salaried,KA,Comprehensive,96,13711.75,10000,1,Mahindra,11,Theft,Major Damage,18,1,Police,2.0,0,2555,50409.68,0
CLM102369,27,F,Salaried,DL,Comprehensive,13,14868.49,10000,2,Hyundai,15,Collision,Trivial Damage,9,5,Police,,0,387,6833.04,0
CLM102370,20,M,Salaried,GJ,Comprehensive,39,13501.35,2500,0,Maruti,3,Collision,Minor Damage,15,3,Other,1.0,0,895,24707.56,0
CLM102371,64,M,Student,WB,Comprehensive,16,20635.25,5000,0,Honda,12,Collision,Minor Damage,16,5,None,2.0,1,310,14585.57,0
CLM102372,21,F,Professional,DL,Own Damage,35,15854.49,1000,1,Maruti,11,Theft,Minor Damage,12,3,Ambulance,,0,460,20902.77,0
CLM102373,40,M,Student,MH,Comprehensive,34,14080.36,1000,2,Hyundai,3,Fire,Trivial Damage,3,4,None,0.0,1,838,9858.5,1
CLM102374,57,M,Student,WB,Third Party,33,37652.89,1000,0,Kia,4,Theft,Trivial Damage,4,3,Police,3.0,1,762,9295.97,0
CLM102375,74,M,Self-Employed,DL,Comprehensive,41,22457.1,1000,3,Maruti,11,Collision,Minor Damage,19,4,Other,0.0,1,1032,12246.87,0
CLM102376,66,M,Retired,MH,Comprehensive,26,24726.96,1000,0,Tata,2,Collision,Major Damage,17,2,None,1.0,0,272,175890.35,0
CLM102377,25,F,Student,TN,Third Party,17,10566.96,2500,0,Maruti,15,Collision,Trivial Damage,23,3,Police,2.0,1,484,4336.51,0
CLM102378,74,M,Student,GJ,Third Party,25,39144.92,2500,0,Toyota,2,Collision,Minor Damage,13,4,Fire,0.0,1,242,59507.89,0
CLM102379,55,F,Retired,KA,Own Damage,91,36594.05,2500,1,Tata,8,Collision,Minor Damage,18,3,Police,1.0,1,232,12401.89,0
CLM102380,28,M,Retired,WB,Own Damage,15,20458.19,5000,2,Kia,6,Vandalism,Minor Damage,15,1,Ambulance,0.0,0,278,38510.12,0
CLM102381,43,M,Retired,DL,Own Damage,18,15674.31,10000,1,Kia,13,Collision,Total Loss,18,0,None,0.0,1,468,54061.65,0
CLM102382,70,M,Professional,WB,Own Damage,12,11805.83,2500,1,Kia,10,Collision,Total Loss,13,1,Police,2.0,0,110,93000.94,0
CLM102383,40,M,Salaried,GJ,Own Damage,4,21408.43,10000,0,Tata,3,Theft,Major Damage,8,6,Police,1.0,1,17,66156.49,0
CLM102384,28,M,Student,DL,Third Party,22,32788.55,1000,0,Kia,14,Collision,Major Damage,0,4,None,2.0,1,76,29116.07,0
CLM102385,67,M,Self-Employed,KA,Comprehensive,37,15906.78,2500,1,Tata,13,Theft,Minor Damage,6,2,Police,1.0,0,109,17812.58,1
CLM102386,72,M,Salaried,KA,Comprehensive,11,10825.56,5000,0,Tata,5,Theft,Trivial Damage,2,1,None,2.0,0,281,7698.29,0
CLM102387,73,M,Professional,TN,Comprehensive,59,15016.78,10000,1,Honda,13,Collision,Trivial Damage,22,0,None,1.0,1,1497,9617.57,0
CLM102388,72,M,Salaried,MH,Third Party,32,12784.21,10000,0,Toyota,13,Fire,Major Damage,23,1,Police,0.0,0,376,42382.37,0
CLM102389,67,M,,TN,Comprehensive,48,11237.68,5000,1,Kia,8,Fire,Trivial Damage,23,5,Police,2.0,0,482,10013.82,0
CLM102390,43,F,Salaried,TN,Third Party,30,9556.01,1000,0,Mahindra,4,Collision,Major Damage,16,2,,1.0,1,288,50060.34,0
CLM102391,28,M,Professional,WB,Comprehensive,21,30842.97,5000,0,Maruti,3,Theft,Trivial Damage,12,6,,3.0,0,468,10306.61,0
CLM102392,53,M,Self-Employed,MH,Own Damage,17,25744.92,1000,0,Tata,2,Collision,Trivial Damage,12,5,None,2.0,1,410,12200.04,0
CLM102393,30,F,Self-Employed,WB,Comprehensive,29,13320.36,5000,1,Mahindra,5,Natural Calamity,Major Damage,3,6,,3.0,1,253,75537.43,0
CLM102394,44,F,Retired,KA,Third Party,31,8648.62,1000,0,Mahindra,6,Fire,Major Damage,10,2,None,0.0,1,678,54916.95,0
CLM102395,55,M,Professional,GJ,Third Party,15,17926.11,5000,1,Tata,15,Fire,Minor Damage,3,1,Police,0.0,1,104,14827.91,0
CLM102396,71,M,Retired,MH,Comprehensive,20,26834.52,5000,0,Honda,11,Fire,Trivial Damage,15,1,Fire,1.0,1,500,8157.81,0
CLM102397,34,F,Self-Employed,DL,Own Damage,80,32467.39,1000,1,Mahindra,8,Theft,Trivial Damage,0,1,None,0.0,1,1600,5714.73,0
CLM102398,32,M,Professional,TN,Comprehensive,26,17817.32,1000,0,Kia,4,Collision,Minor Damage,17,5,None,0.0,1,304,28453.83,0
CLM102399,59,F,Self-Employed,MH,Third Party,28,11852.06,5000,3,Mahindra,11,Fire,Major Damage,5,6,,0.0,1,498,41027.99,1
CLM102400,18,M,Salaried,TN,Third Party,67,16789.3,2500,1,Hyundai,5,Fire,Minor Damage,11,2,Police,2.0,0,1122,25485.36,0
CLM102401,50,M,Self-Employed,KA,Own Damage,31,14291.0,1000,1,Toyota,0,Fire,Major Damage,1,0,Police,0.0,1,688,111662.9,0
CLM102402,60,F,Student,MH,Own Damage,23,13586.19,2500,1,Toyota,15,Collision,Major Damage,1,5,None,1.0,1,250,38253.94,0
CLM102403,49,F,Student,TN,Own Damage,47,24122.7,1000,1,Honda,11,Natural Calamity,Minor Damage,13,0,Police,0.0,1,439,11414.76,0
CLM102404,39,M,Student,DL,Comprehensive,40,18201.21,5000,1,Mahindra,6,Collision,Minor Damage,8,1,Fire,1.0,1,708,13578.25,0
CLM102405,65,F,Student,DL,Comprehensive,28,10137.93,5000,0,Toyota,7,Collision,Minor Damage,4,5,Police,0.0,1,391,21564.38,0
CLM102406,39,F,Professional,MH,Comprehensive,30,24245.9,1000,0,Hyundai,6,Vandalism,Minor Damage,5,2,Other,1.0,1,359,20676.61,0
CLM102407,58,M,Retired,DL,Third Party,19,30889.06,2500,4,Honda,1,Collision,Minor Damage,11,1,Ambulance,1.0,0,125,24602.07,0
CLM102408,44,M,Professional,WB,Third Party,9,11632.43,5000,1,Honda,11,Theft,Minor Damage,17,4,Police,0.0,1,161,10436.34,0
CLM102409,19,F,Self-Employed,KA,Comprehensive,36,17969.43,1000,0,Hyundai,2,Theft,Trivial Damage,13,0,Police,1.0,0,239,14473.47,1
CLM102410,48,M,Professional,GJ,Comprehensive,6,14133.76,10000,1,Hyundai,2,Collision,Minor Damage,8,1,Police,1.0,0,32,24079.3,0
CLM102411,20,F,Self-Employed,MH,Own Damage,9,9410.65,1000,0,Honda,8,Natural Calamity,Minor Damage,20,4,None,0.0,0,18,19347.24,1
CLM102412,71,F,Self-Employed,TN,Comprehensive,20,16781.95,10000,1,Kia,4,Collision,Major Damage,10,3,Police,0.0,0,82,118740.82,0
CLM102413,52,F,Professional,WB,Own Damage,18,20926.06,1000,1,Maruti,3,Collision,Trivial Damage,2,4,None,0.0,0,421,16253.48,1
CLM102414,39,M,Professional,TN,Own Damage,39,16826.93,1000,1,Kia,7,Theft,Trivial Damage,6,4,Other,0.0,0,170,5352.27,0
CLM102415,45,F,Professional,KA,Own Damage,46,26192.17,2500,0,Tata,7,Collision,Minor Damage,22,4,Fire,0.0,0,1319,14505.58,0
CLM102416,53,M,Professional,WB,Third Party,87,16366.79,1000,1,Hyundai,0,Collision,Trivial Damage,8,2,None,2.0,1,403,5361.19,0
CLM102417,32,M,Professional,GJ,Comprehensive,5,9439.81,5000,0,Tata,12,Collision,Major Damage,4,4,Police,0.0,1,53,20876.66,0
CLM102418,34,F,Retired,KA,Comprehensive,33,12149.62,5000,0,Toyota,3,Collision,Major Damage,5,4,Other,1.0,1,772,85885.29,0
CLM102419,41,M,Salaried,WB,Own Damage,32,22975.64,1000,1,Maruti,4,Natural Calamity,Minor Damage,17,2,Police,0.0,1,250,19308.65,0
CLM102420,32,M,Self-Employed,DL,Own Damage,29,8340.23,1000,0,Maruti,12,Collision,Minor Damage,15,0,Fire,1.0,0,215,7395.77,0
CLM102421,61,M,Student,TN,Own Damage,36,12391.88,2500,0,Toyota,12,Collision,Trivial Damage,3,4,Police,0.0,1,590,3872.34,0
CLM102422,23,M,,WB,Own Damage,41,16582.16,10000,1,Mahindra,3,Collision,Total Loss,10,4,Police,1.0,0,720,395181.48,0
CLM102423,65,M,Retired,KA,Own Damage,60,23098.89,5000,0,Mahindra,0,Collision,Minor Damage,17,4,Police,2.0,1,900,67913.93,0
CLM102424,37,M,Professional,WB,Comprehensive,30,27568.04,2500,0,Hyundai,9,Collision,Total Loss,2,6,None,0.0,1,623,44680.75,0
CLM102425,49,M,Retired,MH,Comprehensive,72,14029.05,1000,1,Mahindra,11,Theft,Minor Damage,13,4,None,2.0,1,1373,9846.07,0
CLM102426,26,F,Self-Employed,MH,Own Damage,30,15309.97,5000,0,Kia,3,Natural Calamity,Minor Damage,17,0,,0.0,0,572,22435.28,0
CLM102427,39,M,Professional,MH,Third Party,16,12661.43,1000,2,Mahindra,1,Vandalism,Trivial Damage,15,6,Police,2.0,0,205,3006.78,0
CLM102428,61,F,Professional,KA,Own Damage,28,15773.48,5000,1,Hyundai,0,Collision,Minor Damage,2,4,None,1.0,1,557,33945.92,0
CLM102429,33,M,Student,TN,Third Party,11,10475.88,1000,0,Honda,13,Collision,Trivial Damage,21,1,Police,0.0,1,90,5133.98,0
CLM102430,25,M,Salaried,WB,Own Damage,12,18404.66,5000,0,Hyundai,0,Collision,Minor Damage,5,2,Police,1.0,0,228,54971.54,0
CLM102431,47,F,Professional,DL,Comprehensive,21,8458.93,1000,0,Tata,10,Natural Calamity,Minor Damage,22,5,Ambulance,1.0,0,617,8200.36,0
CLM102432,27,F,Professional,TN,Comprehensive,19,17666.18,2500,3,Toyota,11,Collision,Trivial Damage,21,4,Police,1.0,0,362,5131.56,0
CLM102433,35,F,Retired,MH,Comprehensive,59,14228.3,5000,1,Mahindra,15,Theft,Trivial Damage,20,1,Ambulance,4.0,1,357,3240.81,0
CLM102434,43,M,Professional,MH,Comprehensive,21,23424.34,1000,1,Maruti,5,Natural Calamity,Minor Damage,15,1,Police,1.0,0,373,15451.6,0
CLM102435,50,M,Self-Employed,TN,Comprehensive,10,20698.18,10000,1,Toyota,14,Vandalism,Trivial Damage,14,6,Police,0.0,0,282,5153.69,0
CLM102436,54,M,Salaried,TN,Own Damage,24,13379.06,1000,1,Toyota,12,Collision,Minor Damage,23,3,Police,2.0,0,266,13092.53,1
CLM102437,56,M,Professional,GJ,Comprehensive,30,20124.47,2500,0,Maruti,12,Collision,Major Damage,11,0,Other,0.0,0,98,22783.89,0
CLM102438,66,F,Student,GJ,Third Party,26,10681.25,5000,0,Honda,14,Collision,Total Loss,1,5,Ambulance,1.0,0,54,50602.14,0
CLM102439,21,F,Student,WB,Own Damage,10,9644.67,10000,0,Kia,15,Theft,Trivial Damage,22,3,None,2.0,1,119,4407.76,0
CLM102440,38,F,Salaried,MH,Comprehensive,63,17493.69,10000,0,Maruti,7,Collision,Minor Damage,22,5,Other,1.0,0,1241,16254.42,0
CLM102441,18,F,Retired,GJ,Third Party,4,9515.29,10000,1,Hyundai,4,Collision,Major Damage,10,5,Police,1.0,1,34,142536.14,0
CLM102442,18,F,Student,DL,Own Damage,26,28803.24,5000,0,Toyota,4,Collision,Minor Damage,20,2,None,0.0,1,257,33170.99,0
CLM102443,30,M,Professional,WB,Comprehensive,9,9082.13,1000,0,Mahindra,8,Theft,Trivial Damage,5,3,None,0.0,1,36,7821.31,0
CLM102444,52,M,Student,DL,Comprehensive,49,22535.74,1000,1,Kia,3,Natural Calamity,Major Damage,0,1,Fire,1.0,0,1439,124954.86,0
CLM102445,68,M,Professional,MH,Comprehensive,33,14206.34,2500,2,Maruti,4,Collision,Major Damage,9,5,Police,1.0,0,245,111821.78,0
CLM102446,62,M,Self-Employed,DL,Third Party,30,18705.82,2500,0,Kia,0,Natural Calamity,Trivial Damage,1,4,Police,0.0,1,801,12291.38,0
CLM102447,54,F,Retired,GJ,Own Damage,20,15905.76,2500,0,Kia,3,Collision,Major Damage,15,1,None,0.0,1,436,84070.06,0
CLM102448,62,M,Retired,DL,Comprehensive,59,12420.16,1000,0,Kia,1,Collision,Minor Damage,23,5,Fire,1.0,1,1602,24572.81,0
CLM102449,27,M,Self-Employed,WB,Comprehensive,20,11823.02,1000,0,Hyundai,13,Collision,Minor Damage,5,1,Police,5.0,1,111,10932.85,0
CLM102450,65,F,Self-Employed,DL,Comprehensive,77,19259.51,2500,0,Toyota,12,Theft,Major Damage,19,2,None,2.0,1,1431,64205.1,0
CLM102451,68,F,Professional,GJ,Comprehensive,12,23591.24,2500,0,Toyota,8,Theft,Total Loss,2,4,Other,1.0,0,152,184833.03,1
CLM102452,23,F,Self-Employed,GJ,Comprehensive,24,16743.77,2500,0,Toyota,12,Collision,Minor Damage,0,3,Other,1.0,1,176,17041.44,0
CLM102453,44,M,Self-Employed,TN,Own Damage,41,18421.1,1000,1,Toyota,14,Collision,Total Loss,12,6,None,2.0,0,977,66300.58,0
CLM102454,65,M,Retired,KA,Comprehensive,35,16301.1,2500,0,Honda,7,Collision,Minor Damage,20,2,None,1.0,0,633,13782.08,0
CLM102455,45,F,Student,DL,Comprehensive,23,10142.55,1000,0,Honda,8,Collision,Total Loss,12,1,None,1.0,0,432,57637.89,0
CLM102456,65,F,Salaried,KA,Comprehensive,5,10332.62,1000,0,Toyota,12,Vandalism,Minor Damage,3,5,Police,0.0,1,60,13918.7,1
CLM102457,71,F,Professional,WB,Comprehensive,27,27536.71,1000,0,Tata,9,Natural Calamity,Minor Damage,18,4,Police,0.0,1,428,18764.95,0
CLM102458,45,M,Self-Employed,GJ,Comprehensive,18,14227.16,1000,0,Mahindra,11,Collision,Minor Damage,16,6,Police,1.0,1,191,9296.36,0
CLM102459,21,M,Salaried,MH,Comprehensive,15,22161.4,2500,0,Kia,13,Collision,Trivial Damage,18,4,Fire,0.0,0,394,8819.98,0
CLM102460,37,F,Retired,TN,Comprehensive,42,13108.33,1000,1,Mahindra,10,Collision,Minor Damage,3,6,Ambulance,2.0,1,935,11560.86,0
CLM102461,30,M,Student,TN,Comprehensive,4,11412.7,2500,2,Kia,3,Natural Calamity,Minor Damage,5,5,Ambulance,1.0,1,72,40486.08,1
CLM102462,45,M,Retired,DL,Own Damage,24,13016.19,1000,0,Kia,5,Natural Calamity,Major Damage,1,2,Fire,0.0,1,176,42944.56,0
CLM102463,51,M,Professional,MH,Comprehensive,1,19834.8,2500,1,Kia,8,Theft,Trivial Damage,8,4,Other,0.0,1,27,6625.4,1
CLM102464,44,M,Salaried,KA,Own Damage,35,11764.34,1000,2,Kia,11,Natural Calamity,Minor Damage,8,4,Other,,1,881,11798.83,1
CLM102465,29,M,Student,GJ,Comprehensive,43,16345.95,2500,1,Tata,9,Collision,Minor Damage,14,4,Other,1.0,1,760,13453.58,0
CLM102466,35,M,Professional,WB,Comprehensive,27,18514.83,1000,0,Toyota,2,Collision,Minor Damage,8,5,Police,0.0,1,205,27219.96,0
CLM102467,56,F,Professional,DL,Third Party,17,15276.09,2500,2,Honda,1,Collision,Major Damage,6,6,Fire,2.0,0,55,198365.72,1
CLM102468,19,F,Professional,TN,Comprehensive,59,16201.93,1000,0,Hyundai,8,Natural Calamity,Trivial Damage,5,5,Other,1.0,1,924,6625.14,0
CLM102469,30,M,Student,KA,Own Damage,61,16360.11,1000,1,Honda,13,Collision,Minor Damage,19,5,None,0.0,1,291,8937.64,0
CLM102470,68,F,Retired,KA,Comprehensive,31,11688.62,10000,1,Honda,14,Theft,Minor Damage,7,0,Fire,1.0,1,414,17922.13,0
CLM102471,23,M,Student,GJ,Comprehensive,68,13769.7,2500,1,Mahindra,1,Collision,Trivial Damage,13,3,,0.0,1,1934,12463.71,0
CLM102472,41,M,Self-Employed,MH,Comprehensive,12,11478.24,5000,0,Maruti,15,Theft,Trivial Damage,9,5,Fire,1.0,0,162,4641.41,0
CLM102473,29,F,Professional,TN,Own Damage,22,13532.19,1000,1,Maruti,13,Collision,Minor Damage,23,2,Police,1.0,1,470,7933.19,0
CLM102474,23,M,Salaried,WB,Comprehensive,2,20568.49,2500,1,Mahindra,9,Theft,Minor Damage,15,4,Police,4.0,1,12,13404.03,0
CLM102475,42,F,Retired,GJ,Comprehensive,9,20466.48,2500,0,Hyundai,4,Collision,Minor Damage,8,1,,0.0,1,170,19438.45,0
CLM102476,47,M,Salaried,WB,Third Party,8,16452.75,10000,0,Maruti,7,Natural Calamity,Trivial Damage,20,0,Ambulance,1.0,1,64,4252.81,0
CLM102477,28,M,Self-Employed,GJ,Comprehensive,35,15059.19,2500,1,Maruti,4,Collision,Minor Damage,2,4,Police,0.0,0,919,19609.51,0
CLM102478,22,F,Professional,TN,Comprehensive,9,18034.77,1000,0,Honda,8,Fire,Major Damage,0,5,Police,1.0,1,121,67270.35,0
CLM102479,25,M,Student,WB,Comprehensive,14,16170.11,1000,0,Hyundai,6,Collision,Major Damage,16,0,Police,0.0,1,146,76232.19,0
CLM102480,55,F,Retired,MH,Own Damage,15,13487.7,1000,0,Hyundai,13,Collision,Major Damage,8,4,None,0.0,0,421,13234.39,0
CLM102481,67,M,Retired,GJ,Third Party,7,14798.01,2500,1,Hyundai,9,Collision,Trivial Damage,11,1,,0.0,1,72,11068.22,0
CLM102482,28,M,Salaried,MH,Comprehensive,25,10758.96,2500,0,Kia,7,Collision,Total Loss,3,1,Ambulance,1.0,1,701,212111.69,1
CLM102483,36,M,Professional,MH,Comprehensive,29,10447.94,10000,2,Mahindra,1,Fire,Trivial Damage,11,0,Police,0.0,0,195,5564.72,0
CLM102484,37,M,Self-Employed,KA,Third Party,6,25738.13,5000,0,Kia,10,Collision,Minor Damage,19,1,Police,1.0,1,22,10163.4,0
CLM102485,38,F,Salaried,WB,Comprehensive,39,19768.04,1000,0,Honda,8,Theft,Major Damage,3,5,Other,0.0,0,1102,38225.81,0
CLM102486,31,F,Student,WB,Comprehensive,11,12584.33,10000,0,Kia,10,Collision,Minor Damage,18,2,Police,2.0,0,270,11961.16,0
CLM102487,21,F,Salaried,MH,Own Damage,15,14796.03,5000,1,Toyota,8,Theft,Trivial Damage,21,0,Police,0.0,0,195,8166.17,0
CLM102488,47,M,Retired,KA,Own Damage,33,13194.23,1000,1,Toyota,3,Collision,Major Damage,13,3,Fire,,1,234,92649.78,0
CLM102489,38,F,Salaried,DL,Third Party,15,14697.38,10000,0,Maruti,11,Collision,Minor Damage,2,1,Police,0.0,1,151,11327.88,0
CLM102490,37,M,Salaried,DL,Comprehensive,9,19933.26,2500,0,Honda,0,Collision,Minor Damage,10,2,Other,,1,246,31087.85,0
CLM102491,33,F,Retired,MH,Third Party,24,8468.45,2500,0,Hyundai,12,Collision,Trivial Damage,14,5,Police,1.0,1,592,3504.71,0
CLM102492,70,M,Student,WB,Comprehensive,49,17665.2,1000,0,Hyundai,6,Collision,Major Damage,10,0,Other,2.0,1,510,109357.86,0
CLM102493,52,M,Professional,TN,Comprehensive,45,10145.6,5000,1,Hyundai,8,Theft,Trivial Damage,1,4,Ambulance,0.0,0,445,5588.5,1
CLM102494,41,M,Student,KA,Comprehensive,14,48308.95,1000,0,Toyota,14,Collision,Total Loss,9,5,None,0.0,0,180,98287.2,0
CLM102495,29,F,Self-Employed,KA,Own Damage,10,21911.43,2500,1,Tata,9,Collision,Trivial Damage,5,3,Police,2.0,0,107,4625.45,0
CLM102496,63,M,Salaried,MH,Comprehensive,12,9831.47,10000,2,Hyundai,4,Theft,Trivial Damage,18,6,None,4.0,1,119,6570.96,0
CLM102497,68,M,Salaried,MH,Comprehensive,46,9902.27,5000,2,Kia,7,Natural Calamity,Trivial Damage,5,0,Police,0.0,0,1049,9469.46,0
CLM102498,19,F,Salaried,TN,Third Party,12,12027.72,2500,0,Toyota,13,Vandalism,Minor Damage,14,5,None,0.0,1,322,15091.45,0
CLM102499,70,M,Student,DL,Comprehensive,66,14683.17,2500,0,Tata,6,Collision,Minor Damage,17,6,None,0.0,1,836,25522.68,0
CLM102500,57,F,Salaried,GJ,Comprehensive,33,11786.51,2500,1,Hyundai,4,Collision,Minor Damage,18,5,Police,0.0,1,797,26513.55,0
CLM102501,23,M,Salaried,GJ,Own Damage,22,12265.45,2500,2,Hyundai,9,Collision,Major Damage,3,1,Police,0.0,0,83,65800.9,1
CLM102502,60,F,Professional,DL,Third Party,14,8638.45,1000,1,Kia,1,Vandalism,Minor Damage,0,3,Police,,1,363,21407.56,0
CLM102503,24,F,Self-Employed,GJ,Comprehensive,25,37665.64,5000,0,Honda,3,Theft,Trivial Damage,12,5,Police,0.0,0,57,17234.78,0
CLM102504,20,F,Student,GJ,Own Damage,9,14541.53,1000,0,Tata,6,Collision,Minor Damage,13,1,None,0.0,0,264,52639.76,0
CLM102505,24,F,Student,DL,Comprehensive,6,29538.51,1000,1,Honda,11,Collision,Total Loss,21,3,Police,2.0,0,178,127677.13,0
CLM102506,44,M,Self-Employed,DL,Third Party,33,12228.49,1000,0,Mahindra,14,Vandalism,Major Damage,14,5,Ambulance,1.0,0,236,15868.09,0
CLM102507,53,F,Retired,WB,Comprehensive,22,35138.94,2500,0,Tata,9,Collision,Minor Damage,7,4,Ambulance,1.0,0,276,16865.74,0
CLM102508,41,F,Student,GJ,Comprehensive,40,18433.91,1000,2,Hyundai,4,Fire,Minor Damage,14,6,Police,1.0,1,384,20869.06,0
CLM102509,24,M,Professional,DL,Third Party,28,15127.46,10000,0,Tata,7,Collision,Trivial Damage,6,1,,2.0,1,350,7084.28,0
CLM102510,29,M,Professional,TN,Third Party,14,27168.93,2500,1,Hyundai,1,Natural Calamity,Trivial Damage,2,0,Fire,2.0,1,359,18083.21,0
CLM102511,66,F,Self-Employed,MH,Third Party,45,9933.99,10000,0,Hyundai,2,Collision,Trivial Damage,18,0,None,0.0,0,980,12784.42,0
CLM102512,72,M,Professional,TN,Third Party,15,14852.88,1000,0,Tata,12,Natural Calamity,Major Damage,16,0,Fire,2.0,1,301,40473.01,0
CLM102513,60,M,Retired,WB,Own Damage,54,13733.85,1000,0,Honda,14,Fire,Minor Damage,6,1,,2.0,1,1124,12002.74,0
CLM102514,23,M,Salaried,DL,Comprehensive,15,21986.07,5000,0,Toyota,7,Fire,Total Loss,4,6,Ambulance,0.0,1,164,157981.08,0
CLM102515,64,M,Retired,TN,Own Damage,7,9054.79,5000,1,Maruti,11,Natural Calamity,Trivial Damage,12,2,None,1.0,1,141,7746.95,0
CLM102516,57,M,Professional,MH,Comprehensive,61,12779.3,1000,0,Maruti,5,Collision,Trivial Damage,0,4,Other,3.0,0,291,6385.15,0
